Street_Name,Nodes
IRVINE PLACE,"[{49511090, 49530789}]"
SOUTH LOUDON AVENUE,"[{49501536, 49501538, 49529996, 49526355, 49509908}]"
HOSHAL ROAD,"[{37688874, 37688823}]"
WILDBERRY COURT,"[{37700661, 37700662}]"
GLENSHIRE COURT,"[{37809574, 37809575}]"
SAUNDERS COURT,"[{37773886, 37773887}]"
STONEGATE COURT,"[{37712725, 37942103}]"
CREEKSTONE COURT,"[{364656513, 364656535}]"
BENNETT PLACE,"[{49482352, 49499602, 49500994}]"
MINE ROAD,"[{37888209, 37907706}]"
PRICEVILLE AVENUE,"[{37887504, 3985024417, 3985024420, 37840836}]"
HONEYGO CENTER DRIVE,"[{2439996452, 692315535, 692315600, 692315537, 388416915, 388416916, 2439996440, 2439996447}]"
GREENSPRING DRIVE,"[{670419970, 37252612, 37562249, 37562252, 37562263, 37468314, 37541658, 37562269, 37562282, 37562284, 37562291, 37562293, 37338171, 37562302, 37297481, 37398601, 37562325, 244492654, 888564599}]"
BUSINESS PARK DRIVE,"[{37541658, 37388740}]"
HORNERS LANE,"[{49417989, 49500553, 49477899, 49417935, 49522898, 49522901, 49464855, 49522906, 49497947, 49522908}]"
ROCKDALE ROAD,"[{4114962592, 37639910, 37609751, 37759065, 37758938}]"
OSLER DRIVE,"[{37283685, 37677285, 37024615, 37442185, 37677232, 37677301, 37291926, 37280089, 37677277}]"
BARKLEY AVENUE,"[{37662896, 37662886}]"
LAMOTTES COURT,"[{671842872, 671842871}]"
JERUSALEM ROAD,"[{37591136, 37591171, 37591142, 37591154, 2512431192, 37587547}]"
SUNSTRAND ROAD,"[{37716016, 37716007}]"
ROUNDRIDGE ROAD,"[{37706705, 37670230}]"
CHURCH ROAD,"[{37582208, 3499881985, 37672194, 3191916935, 37621257, 37672206, 37339795, 37487511, 2309108887, 37672218, 37672219, 37672220, 37672224, 37034274, 8443860392, 37631272, 37672234, 3733835311, 37672499, 37601204, 37672501, 37672508, 37638972, 37672381, 37668929, 37672257, 37034308, 37672265, 37672268, 1467622221, 37621209, 393532892, 37672290, 37672293, 37299176, 37672296, 37611630, 37345271, 37345147}]"
BROOKLAWN ROAD,"[{37802784, 37935588, 37607991, 37339919}]"
WEST 41ST STREET,"[{49455076, 974811013, 49497576, 49495626, 49497579, 49474039, 49497592, 49497594, 49497596, 49497598}]"
ARMOR COURT,"[{37772443, 37894676}]"
LINCOLN WOODS WAY,"[{37438944, 2139435793, 37641379, 37641420}]"
STONEY BATTER ROAD,"[{37889532, 37537886, 37630487}]"
TARPLEYS CIRCLE,"[{37627747, 37434762, 37627755, 37434732, 37434736, 37627612}]"
COMMUNITY ROAD,"[{37696614, 37619468, 37794782, 37856138}]"
ROOSEVELT STREET,"[{37695888, 37695890, 37297123}]"
TRIDENT COURT,"[{37613019, 37037548}]"
NORTH BOND STREET,"[{49496969, 49387284, 49542303, 49563068, 49494779, 49563072, 49478218, 1234827472, 49482710, 49456982, 49483606, 49467228, 49563104, 49514342, 49500648, 49501805, 937425518, 49535345, 49458939}]"
FIRESIDE CIRCLE,"[{49536632, 49528430}]"
HARTHAM COURT,"[{37890449, 37821627}]"
PULASKI PARK DRIVE,"[{393519218, 37505335}]"
PERSIMMON CIRCLE,[{1456383990}]
KESWICK ROAD,"[{49546893, 49486350, 49560209, 49482129, 49514899, 49569306, 49569311, 49525155, 49514788, 49484197, 49569315, 49569207, 49478842, 49534143, 49569224, 6709873746, 49459285, 49489109, 49461732, 49556708, 3891220585, 49483883, 49469164, 49569272, 49422075}]"
WILMINGTON AVENUE,"[{49459904, 49521410, 49535460, 49521392, 49521393, 49521394, 49513844, 49490232, 49521403, 49521439}]"
VERONICA AVENUE,"[{3066104904, 49476620, 37744245, 49476571, 49476573, 49476575}]"
VICKY ROAD,"[{37787104, 37573381, 37787110, 37778438, 37778477, 37619569, 37688090}]"
DENMORE AVENUE,"[{2193091364, 49526470, 49521642, 49495117, 49572945, 49557081, 49561242, 49526398}]"
WOOD AVENUE,"[{37687267, 968360030}]"
EAST 29TH STREET,"[{4018337152, 1393229280, 49539334, 7183736743, 49560903, 49539385, 49554954, 49470090, 49560910, 49522289, 49486837, 49513173, 49459960, 49501208, 49500827, 49474397, 49527551}]"
FOXCLIFF COURT,"[{37424672, 2299056312, 268711135}]"
WEST BISHOPS ROAD,"[{803133802, 49514859, 49522303}]"
CEDAR CIRCLE COURT,"[{37668219, 37649764}]"
MARSHS VICTORY COURT,"[{37713318, 37544782}]"
GLEN DRIVE,"[{1457851651, 37797019, 1457851667, 1805040758}]"
FORGE CROSSING COURT,"[{1301476721, 1301476717}]"
MONTEBELLO TERRACE,"[{49469472, 1393198946, 1318387748, 662711878, 49476428, 49515695, 49525904, 49560561, 49576697, 49493014, 49475895, 49546200, 2281728985, 49555575, 49555391}]"
PINE AVENUE,"[{2287556337, 37868323}]"
SAINT ABRAHAMS COURT,"[{3129672769, 37587182}]"
WICOMICO STREET,"[{49463012, 49463016, 49463063, 49460080, 49463026, 49462999, 911343384, 49463069}]"
BROOKSIDE OAKS,"[{2123145409, 2123145283, 393527730, 2123145176, 2123145407}]"
ARODENE ROAD,"[{37816129, 37816131, 37786276}]"
LINCOLN AVENUE,"[{37704705, 1271244417, 37702918, 37572487, 37680924, 37385252, 37385254, 49379625, 37653803, 37635244, 37721013, 37708854, 37598135, 37471927, 37721017, 37721020, 1577396412, 37721022, 37610049, 37721032, 37625418, 37682122, 37721036, 49497419, 37721038, 37721040, 804633557, 37566038, 49497430, 37721048, 37625434, 37721179, 37721050, 37653219, 2804007161, 37658089, 37721065, 37585911, 37623161, 37673469}]"
CARTHAGE COURT,"[{2123200000, 2123199999}]"
REDMORE ROAD,"[{1373354901, 37616167}]"
BIG FALLS ROAD,"[{3917634784, 37620642, 2984508520, 37563785, 2984508522, 37669423, 37681361, 37681940, 37534457, 37681982}]"
EASTHAM ROAD,"[{37660201, 37660234}]"
KINSEY AVENUE,"[{269213683, 49469741, 49489590}]"
SHIPES LANE,"[{12050527313, 393532843}]"
PUNJAB CIRCLE,"[{37753859, 37665861}]"
THORNTON MILL ROAD,"[{37706914, 37494980, 37707080, 1723314696, 37707208, 37707051, 37707213, 37598482, 37644477, 37707167}]"
THAXTON COURT,"[{37730706, 37730707}]"
BRANDFORD ROAD,"[{37636504, 37581961, 37584888}]"
DORCHESTER ROAD,"[{49481481, 49469450, 37913997, 49457047, 49378208, 37860773, 37660714, 49459008, 37548615, 37700176, 49476179, 49482333, 49500254, 49500256, 49500258, 49500261, 49500263, 49500264, 37762793, 49500266, 37913963, 49500270, 37807088, 49486705, 49500274, 3574773619, 37696116, 37894516, 49500278, 49500279, 2136825467, 49469437, 393490813}]"
NORTH MOUNT STREET,"[{49464448, 49561869, 49508639, 49525536, 49545267, 49478076, 49458627, 49557197, 49510607, 49543503, 49502804, 49529300, 49500377, 49506652, 49519838, 49535840, 49485680, 49561843, 49502973}]"
CARROLL COURT,"[{37321130, 37607986}]"
CHESTERFIELD COURT,"[{37759296, 37040945}]"
CENTRAL AVENUE COURT,"[{1464134842, 1464134860}]"
BURL COURT,"[{37886132, 37876373}]"
SCHOTTS ROAD,"[{37738746, 37738741}]"
SHARONDALE WAY,"[{37583169, 37583171, 37583173, 37583191}]"
BABETTE COURT,"[{37886531, 37859484}]"
WILMAR PLACE,"[{37849041, 37849045, 37597863}]"
NEW GERST ROAD,"[{7518269667, 37633926, 37633927}]"
SHARONLEIGH ROAD,"[{49491673, 49538690, 49524997, 49458103}]"
KENGATE COURT,"[{8868253096, 37638493}]"
CANDLE LANE,"[{37688120, 37688144}]"
CATALPHA ROAD,"[{49492353, 49463301, 49492364, 1292390301, 1292390303, 49492257, 49469477, 49492262, 49492280, 49492287, 49477314, 3940883663, 49492319, 49492320, 49457631, 49492327, 49492330, 49476333, 49476334, 49492348}]"
GORSUCH ROAD,"[{37607588, 37595982, 37607542, 37607575, 37607548}]"
NORTH POINT BOULEVARD,"[{37520387, 37428746, 37656595, 37604374, 614420504, 37372954, 1114039840, 37483048, 37317674, 37559343, 393526847, 37895757, 602435673, 37743194, 37743195, 393526873, 37287005, 602435683, 602435684, 37656688, 602434676, 1114054776, 37895801, 37284989, 671859325, 37895809, 37362821, 3110696081, 37895314, 37895316, 37895321, 1030356122, 37895834, 1030356128, 37895329, 37362852, 37266597, 3110696102, 37895847, 3110696109, 37756080, 37756081, 37040323, 37382341, 3110696133, 812114136, 37493478, 37841132, 37656816, 37656819, 37337850, 37477125, 37246728, 37305624, 37895454, 614385446, 37744434, 37895477, 37482295, 614385465, 966520636, 37895486, 966520645, 37616455, 602434895, 37674322, 37742418, 37742419, 37814611, 957479790, 37344627, 37490044, 3110509437, 3110509436, 37344651, 37592982, 37592984, 3066110874, 37841312, 631347106, 37308324, 37481389, 37388724, 49480629, 37404598, 37533628, 37742531, 1930984899, 37691843, 37691846, 2867238857, 602434507, 957273037, 37864398, 37864399, 957273040, 1165867480, 602434521, 37895677, 37724145, 37547005}]"
KINFIELD PLACE,"[{37644709, 37721961, 37589069, 2833824756, 37616917, 37685208}]"
CRESTLEIGH PLACE,"[{37591723, 37591700}]"
EDGECOMBE CIRCLE SOUTH,"[{49407715, 2193182887, 49440114, 49469076, 1399426300}]"
RITTERS LANE,"[{8999369617, 37806133, 37649006, 37561463}]"
MAREN COURT,"[{37601514, 37597419}]"
SAINT STEPHENS LANE,"[{667416000, 667415995, 667416005, 667415998}]"
CREST HAVEN WAY,"[{383981092, 383981093, 387544459, 383981102, 383981103}]"
SOUTH MARINE AVENUE,"[{37681080, 37814622}]"
CLEARVIEW AVENUE,"[{49529954, 49498011, 49472266, 49529936, 49498009, 49529947, 49529950}]"
KEYWAY,"[{37667328, 37623680, 37775974, 37799785, 37799790, 37667287, 37615865, 37667323}]"
LEADENHALL STREET,"[{49534052, 49494335, 49443943, 49564335, 49564319, 49529458, 49538039, 49499064, 49464283, 49563452, 1080121246, 49531487}]"
CLIFDEN ROAD,"[{37582892, 37582846, 37747191, 37747198, 37747199}]"
DILLON HEIGHTS AVENUE,"[{37565573, 994225919}]"
STONE HOLLOW COURT,"[{37564104, 37564066, 37564068, 37564045}]"
WESTHILLS ROAD,"[{49510474, 49497331}]"
HAROLD ROAD,"[{37672257, 37763750}]"
MITCHELL ROAD,"[{37612896, 37613808}]"
TOWHEE COURT,"[{37655553, 37040930, 2441356958}]"
SWIFT COURT,"[{37651938, 37640260}]"
DAUBER COURT,"[{37867000, 37866998}]"
SIESTA GARTH,"[{37843029, 37816798}]"
CALLENDER STREET,"[{49530424, 49530426, 1399202996}]"
TRISTAM LANE,"[{1055496786, 1055497142, 1055496980, 1055496996}]"
WESTLAND AVENUE,"[{49475705, 49525814}]"
SANDRINGHAM ROAD,"[{976873088, 37817409, 37644621, 37644622, 37871262}]"
ROBIN LYNNE COURT,"[{37678456, 404790613, 37678488}]"
EDGE SPRINGS COURT,"[{37619763, 37603811}]"
MAIDBROOK ROAD,"[{37608299, 37608301, 37608286}]"
DOE MEADOW DRIVE,"[{37791978, 37723918}]"
LAURELWOOD DRIVE,"[{37896844, 37633039, 37804721, 37700946, 37896856}]"
MICHIGAN AVENUE,"[{37785088, 37693537, 37886860, 37875689}]"
STANSFIELD ROAD,"[{37649643, 37649621, 37649646}]"
BLOEDE AVENUE,"[{8027115016, 49549754}]"
SHELLEY DRIVE,"[{37387456, 37726252}]"
BRIGHTDALE ROAD,"[{37750338, 37678355}]"
ICHABOD LANE,"[{37924504, 37509617, 37784005, 37792750}]"
MIDDLEBROOK COURT,"[{37579187, 37882477}]"
STEVENSGATE COURT,"[{37030764, 37638493}]"
GUNPOWDER ROAD,"[{3499881985, 37639043, 37417477, 37639942, 3191916935, 37612934, 37639945, 37565970, 37622421, 37639963, 37587100, 37639452, 37639965, 37639967, 37592245, 37639865, 37639099, 37638972, 37639235, 37904712, 37801037, 37639381, 8857548637, 37639910, 37551344, 37639287, 37639294, 37562623}]"
DENTON ROAD,"[{1476940681, 1455662627, 37689380}]"
SPRINGHOUSE CIRCLE,"[{37672848, 37672818, 37635869, 37672886}]"
CLEARWATER COURT,"[{37711154, 966430042}]"
BRIARSTONE ROAD,"[{37585427, 37784334}]"
HADDINGTON GARTH,"[{37605920, 37605918}]"
SWEET GUM COURT,"[{37668456, 37668449}]"
TABOR ROAD,"[{37606832, 37606841, 37606830}]"
NORTH BRANCH ROAD,"[{37778872, 37698743}]"
OLD BATTLE GROVE ROAD,"[{37895329, 37841028, 1114048811, 37928305, 3066088786, 37928310, 37895834, 37589402, 37928283}]"
ROYAL OAK AVENUE,"[{393491042, 37630911}]"
TOWNSEND AVENUE,"[{2908949824, 49514040, 49514039}]"
HARMONY WOODS ROAD,"[{37742280, 37742345, 37742324, 37742317}]"
WEST HAMILTON STREET,"[{49504457, 49504465, 49504470}]"
TOLNA STREET,"[{49534081, 49558754, 49483822, 631347154, 49568597, 49471294}]"
MELVIN AVENUE,"[{1559609345, 1983535297, 37630308, 37664870, 1994927783, 37664874, 37664875, 37585915, 37585917}]"
STEVENSWOOD ROAD,"[{37683457, 37565961, 37643691, 37683469, 37683471, 37589938}]"
GREENSHIRE LANE,"[{1447301240, 37602681, 37698912, 37679316}]"
MILBURY ROAD,"[{37613754, 37613738, 37613763, 37613748}]"
COKESBURY AVENUE,"[{49503790, 1253276203, 49481518}]"
TOMPKINS STREET,"[{49454625, 49457890, 49454598, 49454600, 49457897, 49457870}]"
BARRETTS DELIGHT DRIVE,"[{37824089, 37613817, 37824087, 37747575}]"
TULSA ROAD,"[{37612521, 37612501, 37588376, 37612505, 37585178, 37612478}]"
CENTRE STREET,"[{37591009, 37591004, 37591006}]"
STREAM COURT,"[{37031417, 37628841}]"
MOSS VIEW COURT,"[{37668900, 37668910}]"
DENTRO PLACE,"[{37784923, 37784925}]"
KAMALEER COURT,"[{671862163, 671862167}]"
LAMBETH ROAD,"[{37732080, 37800048, 49466836, 37933563, 49466815}]"
LONGBOTTOM COURT,"[{37429640, 37887249, 37813994}]"
SHASTON COURT,"[{37921697, 37720947}]"
MUSKET COURT,"[{37280907, 37779054}]"
MOUNTMOR COURT,"[{49506650, 49554980, 1516084962, 49508638}]"
RHEIMS ROAD,"[{37784675, 37683508, 37821255}]"
DELAGRANGE AVENUE,"[{49456992, 49482066}]"
MASON LORD DRIVE,"[{49546755, 49382449, 631263284, 49456470, 1284970653}]"
CANWICK COURT,"[{37731836, 37677662}]"
HIGHMEADOW ROAD,"[{37778272, 37704395, 37665973, 37873048, 37877722}]"
WELFORD ROAD,"[{37628312, 37786135, 37562392, 37711033, 37755422, 37801599}]"
AXIOS WAY,"[{9464708875, 9464708855}]"
WINELEAF COURT,"[{37803390, 37805839}]"
SAND DOLLAR WAY,"[{37758769, 37692020, 37758781, 37758791}]"
WORCESTER ROAD,"[{37642152, 37642174, 37642142}]"
SMILOFF ROAD,"[{37323592, 822130388, 37323607, 37323591}]"
MELLOR AVENUE,"[{37250952, 37886128, 37578869, 37590294, 37753434}]"
SHADYSIDE LANE,"[{37937467, 37841524}]"
SAGRAMORE ROAD,"[{37686882, 37686884, 37641799, 37686860, 37686898, 37686931, 37686870, 37686872, 37678906}]"
THISTLE ROAD,"[{1856521025, 37578994, 37929931}]"
SHAWS ROAD,"[{8265790080, 37800419}]"
SHOWELL COURT,"[{49499761, 49438410}]"
OLD PENNINGTON AVENUE,"[{49413815, 49506970, 49413807}]"
FOUNTAIN STREET,"[{49490361, 49475050}]"
ILLINOIS AVENUE,"[{37676423, 37676417, 37676412, 37676420}]"
DOLPHIN STREET,"[{49511049, 49431695, 1292524437, 272510108, 49379120, 49452214, 49469111, 49469115, 49469121, 49469123, 49469128, 49469129, 49457746, 49469138, 49469146, 49469147, 49469148, 49469151, 49469153, 49546725, 49412327, 49412334, 49555321}]"
LOCUST RIDGE ROAD,"[{37744272, 37683589}]"
SOUTHRIDGE ROAD,"[{37579943, 37754281, 37694874, 37806931, 37362676, 37805466}]"
NORTHGREEN ROAD,"[{37568873, 37701066, 37671849, 37747449, 37671805}]"
STEWARTON COURT,"[{37589481, 2833824763}]"
KENNINGTON ROAD,"[{37685637, 1461733928, 37703256, 37615788, 37623122, 37690104, 37662457, 37703261}]"
THOROUGHBRED LANE,"[{37018435, 37615749, 37689004, 37689039, 37668344, 37018334}]"
MEETING HOUSE ROAD,"[{1301478826, 37697794, 37628925, 37351022}]"
RUXTON ROAD,"[{37885577, 37500432, 37607700, 37702811, 37607718, 37607595, 37607596, 37607598, 37558325, 37607734, 37607607, 37607733, 37607612, 37925321, 37499468, 1908399446, 37607767, 37607768, 1908399451, 37607654, 37607672}]"
SAINT HELENA AVENUE,"[{49456033, 49577063, 37776014, 37773966, 49456017, 631296471}]"
ABELL LANE,"[{37768992, 37769058}]"
WESTCLIFF DRIVE,"[{49532066, 49503899}]"
WILLANN ROAD,"[{37610161, 37579514, 37793869, 37659599}]"
HILLSWAY AVENUE,"[{37596937, 37419021, 37617424, 37815709, 5284723487, 37586464, 5284723488, 37815718, 37309614, 37309616, 37815733, 37597376, 37815745, 37815756, 37733324, 37815758, 37252051, 37618135, 37803479, 37559515, 37573108, 37700213, 841466233}]"
LOBLOLLY CIRCLE,"[{37622023, 37621999}]"
BELLVUE AVENUE,"[{37601489, 37659883, 37659887}]"
ARAPAHOE AVENUE,"[{37582768, 37582769, 37582770}]"
CHATFORD AVENUE,"[{49547208, 49541240, 49513670}]"
CORBY ROAD,"[{37659418, 37742507, 37774100, 37699749}]"
SYLVALE ROAD,"[{37771234, 37771276, 37763069, 37753399}]"
MARINA VIEW COURT,"[{2906528320, 3137899233, 2906528331, 3137899229, 3137899231}]"
PITTSFIELD ROAD,"[{37692384, 37698912, 37847876, 37872889, 37699338, 37861868, 37463309, 37723472, 37859476, 37568725, 37872921, 37872956}]"
MASON STREET,"[{49511049, 49511038, 49475647}]"
CAVESDALE ROAD,"[{37783877, 37783878, 37668200, 37783912, 37755568, 37711957}]"
COTSWOLD COURT,"[{37363356, 37624078}]"
BYERS COURT,"[{37812819, 37804423}]"
RUTHERFORD GREEN CIRCLE,"[{37723836, 37814598, 37484855}]"
SHREWSBURY COURT,"[{884833349, 37674131, 37750679, 884833371, 884833468}]"
PARK CENTER COURT,"[{37437280, 37598199}]"
AMHERST AVENUE,"[{49378067, 49459846}]"
FOXLEIGH WAY,"[{3046034947, 3046034955, 3046034948, 3046034957}]"
ROWE COURT,"[{37660250, 37825820}]"
CORAL BELL COURT,"[{984943410, 37705207}]"
LAUREL AVENUE,"[{49530112, 49459970, 49498180, 49461669, 49530853, 49530855, 49530827, 49530830, 49475920, 49530833, 49530841}]"
CRESTON AVENUE,"[{49541085, 49477407}]"
WHITELAW PLACE,"[{37498867, 37589061, 37498853, 37836092}]"
REESE FARM ROAD,"[{697185317, 767246568, 697185290, 37646773, 37718010}]"
HOLGATE DRIVE,"[{37664593, 37474042, 37474044, 37721940}]"
SWAMPSCOTT COURT,"[{1823425120, 37604498}]"
SOUTH BEECHWOOD AVENUE,"[{37633097, 37633082, 37633085}]"
MARJORIE LANE,"[{49548105, 49533809, 49483180, 49457206}]"
EDMONDSON AVENUE,"[{49485824, 37830147, 49485836, 37833742, 37833743, 49485839, 37833746, 37833749, 37771798, 49485845, 49485847, 49485849, 49387034, 37833754, 37833755, 37833756, 37833759, 37830179, 37833764, 37833765, 37833767, 37833770, 37833771, 37581356, 37654575, 1873526320, 37833783, 12192810040, 12192810041, 37833720, 37622845, 37833789, 49485893, 37746247, 1271365704, 49485897, 37833801, 49387083, 49542223, 37682256, 7471288915, 37018710, 37600344, 49454680, 49454682, 49485918, 49485921, 49485922, 37737057, 37705316, 1873526372, 1400591462, 49485928, 37582952, 49485930, 49485931, 1873526377, 37800046, 49485936, 49485937, 49482354, 49482355, 49485942, 37541501, 49485953, 49469057, 49485956, 37594246, 37620368, 37620369, 49485975, 49485976, 49460890, 49485979, 49455771, 49485983, 37468322, 37670563, 49485988, 49485989, 1994927783, 37830312, 37803180, 37627053, 49485998, 1399362229, 49486010, 49472189, 37726910, 49486016, 49466562, 37595844, 49486021, 37685446, 982865096, 49486026, 49486028, 49486029, 37796560, 49444562, 49462488, 1400591576, 49442528, 37813999, 906487024, 37732080, 906487029, 906487030, 37695734, 2672276234, 960479508, 49469736, 49402162, 49466168, 37293883, 49402171, 37439295, 49469250, 49469251, 961040199, 49485661, 49485663, 49485665, 49485669, 49485672, 49485673, 9989278057, 49485680, 37724017, 2083392882, 49485681, 49485682, 49485685, 49485686, 49485687, 49457531, 49485701, 49485702, 49485706, 37763467, 49485708, 37763469, 49485710, 49485707, 37293968, 49485713, 37293970, 49485715, 37293972, 49485717, 37293974, 37293976, 37724056, 37656987, 49485740, 631312300, 49485746, 49485749, 37755830, 49485751, 49468854, 49485753, 49468855, 49485756, 49485762, 49485764, 37833668, 49485769, 49485772, 49485775, 37718480, 49485777, 37718481, 49485787, 37833691, 37806556, 49484254, 49468384, 5241936868, 1873526250, 49485804, 37638637, 49485806, 37833711, 49485812, 2467649013, 49485816, 49485819, 37833725, 49485822}]"
MICHELLE WAY,"[{37814121, 37808426, 37808374}]"
STEWART ROAD,"[{393386486, 1055702527}]"
FRANCIS AVENUE,"[{37772068, 37852250, 37726732, 37587837, 37671758, 37798545, 37573842, 37852273, 37670321, 37287642, 37761627, 37668797, 37719359}]"
SPYGLASS COURT,"[{37661076, 37926445}]"
FRONT AVENUE,"[{37749896, 37574041, 37682122, 37704705}]"
HOHE COURT,"[{37662840, 1457851681}]"
SIMMONDS AVENUE,"[{49535490, 49535493, 49535498, 49510012, 49509789}]"
BOX CIRCLE,"[{37720865, 37636492}]"
FARMSTEAD ROAD,"[{37882209, 37605122, 37827426, 37871237, 37720946, 12047345780}]"
GERMANIA AVENUE,"[{49508208, 49534162, 49534163}]"
QUELET COURT,"[{37477844, 37477878}]"
ROBERTS PATH,"[{37378896, 37378906, 37379171, 37378910}]"
SAYLOR COURT,"[{976978514, 37591892}]"
MACAULEY COURT,"[{37779018, 37698003, 37779029}]"
CARRIAGE LAMP COURT,"[{37867033, 37562437}]"
MAGNOLIA TERRACE,"[{37703274, 37635338, 37703286, 37658327}]"
ASPINWOOD WAY,"[{37616608, 37616622, 37616606, 37616624}]"
ROSELAWN AVENUE,"[{49525794, 49557315, 49484869, 49541509, 49557320, 49541800, 49557323, 49503213, 49557328, 49472277, 49512858, 49479260, 49521597}]"
MUNSTER ROAD,"[{37624356, 37552317}]"
BALMAR MEWS,"[{1271702194, 1271702175}]"
NORTH GAY STREET,"[{49482752, 2007709953, 49456904, 49530378, 49484555, 49543308, 832288655, 49543322, 1729949339, 49543338, 49493039, 49472177, 49543350, 49491641, 49493049, 49543353, 49543359, 631149771, 49414092, 49428690, 49480786, 4502184919, 49391959, 49458907, 49540076, 49483631, 49501810, 49507955}]"
WILDWOOD BEACH ROAD,"[{37689568, 37700464, 37700501}]"
FALLS ROAD,"[{37500421, 37415943, 37657608, 37769224, 49415178, 49476105, 37685776, 37502481, 37884952, 49489950, 37661727, 37682209, 37102630, 37794342, 37883947, 49495597, 37569583, 49495602, 37885491, 37871669, 49495612, 37601349, 49495622, 1266232391, 49495626, 37605450, 49495628, 49495636, 49495639, 37839959, 37834332, 49495649, 37100134, 37881959, 49419372, 49495661, 664286830, 49442930, 3891220600, 37663865, 37566076, 7580785278, 49456254, 49495678, 37884035, 37885577, 49390219, 37853325, 37389458, 37733523, 49495707, 49495711, 49495723, 49482418, 7799441076, 49495732, 37435574, 49495735, 1862486196, 49495741, 49494206, 49400000, 49400009, 37885643, 3497181388, 49495763, 49495765, 37669590, 1412526808, 49470168, 49495774, 37879007, 37884129, 49495783, 49495785, 37631215, 37882613, 1041322744, 3093464826, 37808892, 37696266, 37703448, 37734682, 37639452, 1041322790, 37587243, 37633327, 37737777, 37775157, 37884215, 49390396, 1041322816, 37562690, 37655876, 49410885, 49386315, 37644109, 968161618, 393386326, 37778775, 37737307, 37799261, 37571935, 37417316, 37629285, 37816166, 37335912, 37561194, 37701997, 37840239, 37364594, 37701492, 37460868, 9730024324, 9730024326, 2329793930, 37642635, 1278749075, 9108900758, 37885336, 49484207, 49489329, 1041310659, 37716423, 4070077902, 3978850256, 9768381905, 804632017, 37684693, 671374294, 610334166, 37866969, 37665754, 37781977, 49495525, 37738474, 1266232298, 37701612, 7639618030, 7639618032, 37883384, 37701626, 49486331, 1266232316}]"
